Nombre actual,Nombre corregido,Indice,Valido desde,Grupo de impuesto,Comentario
Adquisiciones bienes inversión 10%,Adquisición Bienes Inversión 10%,10,2012-09-01,IVA Reducido Bienes Inversión,Mayúsculas
